k,ell,group,variation,parameter_index,baseline_value,delta,Pell_baseline_AB,Pell_varied_AB,delta_Pell_AB,k_delta_Pell_AB
0.084513888888888888,2,eft,alpha0_ab,0,0.40000000000000002,1,7289.5979188749798,7289.371976835394,-0.22594203958578873,-0.019095240428882283
0.086527777777777773,2,eft,alpha0_ab,0,0.40000000000000002,1,7045.8020191714322,7045.6415713335282,-0.16044783790403017,-0.013883194863084833
0.088541666666666657,2,eft,alpha0_ab,0,0.40000000000000002,1,6813.6027105908561,6813.5197532934226,-0.082957297433495114,-0.0073451773769240454
0.090555555555555542,2,eft,alpha0_ab,0,0.40000000000000002,1,6594.6343070738549,6594.6372782683393,0.0029711944844166283,0.0002690581671999502
0.09256944444444444,2,eft,alpha0_ab,0,0.40000000000000002,1,6389.9258271035651,6390.0193077210606,0.093480617495515617,0.0086534488278834937
0.094583333333333325,2,eft,alpha0_ab,0,0.40000000000000002,1,6200.1018080686581,6200.286091089939,0.18428302128086216,0.017430102429481543
0.096597222222222209,2,eft,alpha0_ab,0,0.40000000000000002,1,6025.3950864709886,6025.6659270984519,0.27084062746325799,0.026162452277874431
0.098611111111111108,2,eft,alpha0_ab,0,0.40000000000000002,1,5865.4143006973381,5865.7635251862612,0.34922448892302782,0.034437414879909686
0.10062499999999999,2,eft,alpha0_ab,0,0.40000000000000002,1,5719.6387860208933,5720.0540527087487,0.41526668785536458,0.041786210465446061
0.10263888888888888,2,eft,alpha0_ab,0,0.40000000000000002,1,5587.0859264957544,5587.5516878859817,0.46576139022727148,0.047805231580271328
0.10465277777777778,2,eft,alpha0_ab,0,0.40000000000000002,1,5466.5751894937375,5467.0732819428304,0.49809244909283734,0.052126758387701796
0.10666666666666666,2,eft,alpha0_ab,0,0.40000000000000002,1,5356.8743530068023,5357.384441046459,0.51008803965669358,0.054409390896713976
